True,Diesel Generator 1,Diesel Generator 2,Diesel Generator 3,Diesel Generator 1: At Sea Mechanical Loading,Diesel Generator 1: At Sea Electrical Loading,Diesel Generator 1: Harbor Mechanical Loading,Diesel Generator 1: Harbor Electrical Loading,Diesel Generator 1: Dock Mechanical Loading,Diesel Generator 1: Dock Electrical Loading,Diesel Generator 2: At Sea Mechanical Loading,Diesel Generator 2: At Sea Electrical Loading,Diesel Generator 2: Harbor Mechanical Loading,Diesel Generator 2: Harbor Electrical Loading,Diesel Generator 2: Dock Mechanical Loading,Diesel Generator 2: Dock Electrical Loading,Diesel Generator 3: At Sea Mechanical Loading,Diesel Generator 3: At Sea Electrical Loading,Diesel Generator 3: Harbor Mechanical Loading,Diesel Generator 3: Harbor Electrical Loading,Diesel Generator 3: Dock Mechanical Loading,Diesel Generator 3: Dock Electrical Loading,Iteration Time
84,1500.0,787.0872094608632,564.9627080512099,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6808693408966064
85,1500.0000000149012,787.0872094608632,564.9627080512099,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.827428102493286
86,1500.0,787.0872094757643,564.9627080512099,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.7107644081115723
87,1500.0,787.0872094608632,564.9627080661111,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.8224661350250244
88,1500.0,787.1716800297495,565.2882624644485,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6798477172851562
89,1500.0000000149012,787.1716800297495,565.2882624644485,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.7157504558563232
90,1500.0,787.1716800446507,565.2882624644485,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6040494441986084
91,1500.0,787.1716800297495,565.2882624793497,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6030526161193848
92,1500.0,787.9230375925988,566.7995905223844,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.646934747695923
93,1500.0000000149012,787.9230375925988,566.7995905223844,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.7526519298553467
94,1500.0,787.9230376075,566.7995905223844,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.705775737762451
95,1500.0,787.9230375925988,566.7995905372856,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5831050872802734
96,1500.0,792.0178213293813,573.8443293810016,0.0,7.15986493250065e-20,0.0,582.2584712914976,0.0,417.74152870850247,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.9132237434387207
97,1500.0000000149012,792.0178213293813,573.8443293810016,0.0,-1.2515319093831838e-20,0.0,579.866762903261,0.0,420.13323709673904,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,11.748639822006226
98,1500.0,792.0178213442824,573.8443293810016,0.0,-1.2515319093831838e-20,0.0,579.866762903261,0.0,420.13323709673904,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5601658821105957
99,1500.0,792.0178213293813,573.8443293959027,0.0,-1.2515319093831838e-20,0.0,579.866762903261,0.0,420.13323709673904,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6299808025360107
100,1500.0,798.3388696419935,609.9726386859818,0.0,-1.2515319093831838e-20,0.0,579.866762903261,0.0,420.13323709673904,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6469342708587646
101,1500.0000000149012,798.3388696419935,609.9726386859818,0.0,-1.3004353793965012e-20,0.0,566.8768578406243,0.0,433.1231421593757,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,12.612334251403809
102,1500.0,798.3388696568946,609.9726386859818,0.0,-1.3004353793965012e-20,0.0,566.8768578406243,0.0,433.1231421593757,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6279871463775635
103,1500.0,798.3388696419935,609.972638700883,0.0,-1.3004353793965012e-20,0.0,566.8768578406243,0.0,433.1231421593757,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.7127575874328613
104,1500.0,791.8152907770151,622.006996051994,0.0,-1.3004353793965012e-20,0.0,566.8768578406243,0.0,433.1231421593757,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.909236192703247
105,1500.0000000149012,791.8152907770151,622.006996051994,0.0,2.9872639026137853e-21,0.0,560.0529668397506,0.0,439.9470331602495,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,11.885273694992065
106,1500.0,791.8152907919163,622.006996051994,0.0,2.9872639026137853e-21,0.0,560.0529668397506,0.0,439.9470331602495,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6958043575286865
107,1500.0,791.8152907770151,622.0069960668951,0.0,2.9872639026137853e-21,0.0,560.0529668397506,0.0,439.9470331602495,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.675853729248047
108,1500.0,765.601617880604,648.8800713308066,0.0,2.9872639026137853e-21,0.0,560.0529668397506,0.0,439.9470331602495,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.614044666290283
109,1500.0000000149012,765.601617880604,648.8800713308066,0.0,2.2778776114845533e-20,0.0,541.2594445089403,0.0,458.74055549105975,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,11.717659950256348
110,1500.0,765.6016178955051,648.8800713308066,0.0,2.2778776114845533e-20,0.0,541.2594445089403,0.0,458.74055549105975,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6559040546417236
111,1500.0,765.601617880604,648.8800713457077,0.0,2.2778776114845533e-20,0.0,541.2594445089403,0.0,458.74055549105975,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6549072265625
112,1500.0,732.1956096466346,671.7767911959764,0.0,2.2778776114845533e-20,0.0,541.2594445089403,0.0,458.74055549105975,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.617007255554199
113,1500.0000000149012,732.1956096466346,671.7767911959764,0.0,1.916057814631961e-18,0.0,521.5176233461613,0.0,478.4823766538388,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,12.537502527236938
114,1500.0,732.1956096615357,671.7767911959764,0.0,1.916057814631961e-18,0.0,521.5176233461613,0.0,478.4823766538388,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5970592498779297
115,1500.0,732.1956096466346,671.7767912108776,0.0,1.916057814631961e-18,0.0,521.5176233461613,0.0,478.4823766538388,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.624986410140991
116,1500.0,708.9779461317023,682.4787155486608,0.0,1.916057814631961e-18,0.0,521.5176233461613,0.0,478.4823766538388,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6898131370544434
117,1500.0000000149012,708.9779461317023,682.4787155486608,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,11.674806594848633
118,1500.0,708.9779461466035,682.4787155486608,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.611032485961914
119,1500.0,708.9779461317023,682.478715563562,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.612027406692505
120,1500.0,706.3012427757662,681.6302257548804,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5900774002075195
121,1500.0000000149012,706.3012427757662,681.6302257548804,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.63093900680542
122,1500.0,706.3012427906674,681.6302257548804,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5940706729888916
123,1500.0,706.3012427757662,681.6302257697815,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5980594158172607
124,1500.0,709.8659579161504,672.2326553996078,0.0,-1.3184077301010279e-20,0.0,509.5215872757222,0.0,490.47841272427786,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6150119304656982
125,1500.0,707.4619201460577,678.5703607116637,0.0,1.6981153802918073e-20,0.0,513.6145524159266,0.0,486.38544758407346,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,12.278194904327393
126,1500.0000000149012,707.4619201460577,678.5703607116637,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,12.484642505645752
127,1500.0,707.4619201609588,678.5703607116637,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6608896255493164
128,1500.0,707.4619201460577,678.5703607265649,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.634960412979126
129,1500.0,707.8603714518417,679.1370605284634,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.663883686065674
130,1500.0000000149012,707.8603714518417,679.1370605284634,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5731236934661865
131,1500.0,707.8603714667429,679.1370605284634,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.672858715057373
132,1500.0,707.8603714518417,679.1370605433646,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.8623523712158203
133,1500.0,708.1354539852676,679.0560479725916,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.8852927684783936
134,1500.0000000149012,708.1354539852676,679.0560479725916,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.692805051803589
135,1500.0,708.1354540001688,679.0560479725916,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.605039596557617
136,1500.0,708.1354539852676,679.0560479874928,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.611023426055908
137,1500.0,708.0228733311218,679.120166340724,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.549222230911255
138,1500.0000000149012,708.0228733311218,679.120166340724,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.595066785812378
139,1500.0,708.022873346023,679.120166340724,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6379196643829346
140,1500.0,708.0228733311218,679.1201663556252,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6090304851531982
141,1500.0,708.0225007746691,679.1138632354085,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.5850918292999268
142,1500.0,708.0226860607473,679.1169980023856,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.624986410140991
143,1500.0000000149012,708.0226860607473,679.1169980023856,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.643935203552246
144,1500.0,708.0226860756485,679.1169980023856,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6608903408050537
145,1500.0,708.0226860607473,679.1169980172867,0.0,2.849957923960626e-19,0.0,510.42215196150147,0.0,489.5778480384986,0.0,-1.1467701789541009e-20,0.0,2.202678612033324e-14,0.0,500.0,0.0,-8.73591514823914e-14,0.0,-1.032704744049535e-13,0.0,100.00000000000018,2.6579010486602783
